1,59.9,3.7,31,CHI-6,"Tillman, Charles"
2,56.3,3.5,25,BUF-8,"Byrd, Jairus"
3,54.8,3.4,29,GB -10,"Peprah, Charlie"
4,52.7,3.3,28,IND-4,"Bethea, Antoine"
5,51.9,3.2,31,STL-9,"Mikell, Quintin"
6,51.7,4,31,BUF-8,"Wilson, George"
7,50.6,3.2,23,GB -10,"Burnett, Morgan"
8,50,3.1,28,CIN-8,"Nelson, Reggie"
9,49.8,3.1,27,SD -7,"Weddle, Eric"
10,49.3,3.3,25,TEN-11,"McCourty, Jason"
11,48.9,3.3,35,GB -10,"Woodson, Charles"
12,48,3,29,NO -6,"Harper, Roman"
13,47.6,3.2,24,SEA-11,"Chancellor, Kam"
14,46.1,2.9,34,NYJ-9,"Bell, Yeremiah"
15,45.9,2.9,26,NE -9,"Arrington, Kyle"
16,45,2.8,25,RAI-5,"Branch, Tyvon"
17,44.9,2.8,23,SEA-11,"Thomas, Earl"
18,44.6,2.8,30,TEN-11,"Babineaux, Jordan"
19,44.6,2.8,29,NYG-11,"Rolle, Antrel"
20,44.6,3.2,27,DET-5,"Houston, Chris"
21,44.6,2.8,31,PIT-4,"Polamalu, Troy"
22,43.9,2.7,28,WAS-10,"Hall, DeAngelo"
23,43.8,2.7,27,ATL-7,"DeCoud, Thomas"
24,43.6,2.7,29,JAC-6,"Landry, Dawan"
25,42.5,2.8,24,STL-9,"Stewart, Darian"
26,42.5,2.8,25,NYG-11,"Phillips, Kenny"
27,42.3,2.6,28,SEA-11,"Browner, Brandon"
28,42.2,2.6,32,PIT-4,"Clark, Ryan"
29,41,2.6,26,BAL-8,"Webb, Lardarius"
30,40.8,2.6,37,TB -5,"Barber, Ronde"
31,40.5,2.9,27,SF -9,"Goldson, Dashon"
32,40.3,2.7,24,PHI-7,"Coleman, Kurt"
33,40,2.5,27,MIA-7,"Marshall, Richard"
34,39,2.4,27,NYJ-9,"Revis, Darrelle"
35,38.5,2.6,29,GB -10,"Williams, Tramon"
36,38.4,2.4,27,TB -5,"Wright, Eric"
37,38.1,2.7,25,NE -9,"McCourty, Devin"
38,37.8,2.7,26,CAR-6,"Godfrey, Charles"
39,37.5,2.5,24,DET-5,"Spievey, Amari"
40,37.4,2.3,27,BAL-8,"Pollard, Bernard"
41,37,2.3,24,KC -7,"Lewis, Kendrick"
42,36.8,2.3,28,CHI-6,"Jennings, Tim"
43,35.7,2.2,29,DAL-5,"Sensabaugh, Gerald"
44,35,2.2,26,KC -7,"Flowers, Brandon"
45,34.7,2.2,27,TEN-11,"Griffin, Michael"
46,34.7,2.3,24,NO -6,"Jenkins, Malcolm"
47,34.6,2.3,27,SF -9,"Whitner, Donte"
48,34.5,2.2,28,STL-9,"Finnegan, Cortland"
49,33.6,2.1,31,SF -9,"Rogers, Carlos"
50,33.2,2.1,30,NYG-11,"Webster, Corey"
51,33.1,2.1,32,ARI-10,"Wilson, Adrian"
52,31.9,2.1,32,CIN-8,"Clements, Nate"
53,31.1,2.6,24,CHI-6,"Wright, Major"
